Carbon Emissions
337.999999991216
298.000000303793
385.080517886221
610.999999991422
2270.9999999904
288.000000058093
120.000000429581
271.31838188293
125.000000283032
241.000000005838
163.000000075532
663.999999991348
295.000000553189
1337.94939328376
140.000000010775
100.000000005431
208.000000005537
320.000000564588
162.00000054837
208.000001241423
416.000000352279
149.000000101639
85.0000008261654
435.000000143567
130.000000992595
113.000001630704
176.000002266797
169.000000005537
437.671693529389
161.000000005486
180.000000418583
115.000000514794
1690.99999999112
155.000000481488
300.000000140656
186.000000332963
520.999999991377
230.000000411338
1303.9999999913
277.0000005052
209.000000123874
86.0000001406558
