Operational Cost
337.999999999309
555.595458852123
648.359128386085
189.000000001122
1406.000000004
288.000000004795
120.000000004221
216.000000263302
125.000000011918
241.000000001864
163.00000000218
663.999999996497
295.000000001146
924.000000004143
143.619170160393
100.00000000023
208.000000004544
320.000000037803
854.390613599059
208.000000015497
727.999999993697
299.19013451727
262.999999998015
828.476793935754
130.000000007994
163.3281068742
176.000000001933
169.000000000987
915.999999763625
161.000000000925
180.000000008798
115.000000002751
877.000000001024
155.000000005099
300.000000026376
186.000000002197
288.000000000676
264.864121469668
782.000000004075
744.17124719378
253.025224837814
86.0000000030964
