Mixed High Health Bound
337.999999999904
298.000000000172
655.715757939569
610.999999999877
2270.99999999989
288.000000000429
188.279177893532
216.000000002406
186.919551787541
241.000000000003
163.000000000091
663.999999999898
295.000000000059
1321.05967913902
140.000000000078
100.000000000007
208.000000000017
320.000000000073
162.000000000076
208.000000000073
416.000000000074
149.000000000094
85.0000000000696
435.000000000096
130.000000002065
247.045833229303
176.000000003321
169.000000000015
208.000000000114
161.000000000007
180.000000000086
115.000000000086
1690.99999999988
155.000000000077
300.000000000099
186.000000000076
288.000000000087
230.000000000256
1303.99999999989
277.000000000252
209.000000000701
86.0000000006226
