Low Health Bound
337.999999965061
298.000000000484
673.999999952755
610.999999952854
2270.99999994935
288.000000002155
299.999999980867
216.000000006644
262.999999965061
241.000000000011
163.00000000027
663.999999937122
295.00000000022
1317.67733302679
140.000000000642
100.000000000022
208.000000000066
320.000000000213
162.000000000213
208.000000000213
416.000000000217
149.00000000027
85.000000000199
435.000000000269
130.000000006248
113.00000010314
229.614439595978
169.000000000058
208.000000000396
161.000000000021
180.000000000297
115.000000000297
1690.9999999415
155.000000000268
300.00000000038
186.000000000268
288.000000000165
230.000000000661
1181.72822760339
277.000000000633
209.00000000216
86.0000000021635
